term	sentiment
pro	0.288888889
proactive	0.366666667
probably	-0.018535762
problem	-0.011008454
problematic	-0.507421111
problematically	-0.422222222
procrastinate	-0.067174444
procrastination	-0.219841111
prodigy	0.546066667
productive	0.490088889
productivity	0.433798889
profane	-0.710125556
professional	0.382928889
professionally	0.396248889
proficient	0.468418889
profit	0.393087778
profitable	0.408895556
profitably	0.329582222
profiteer	-0.355555556
profound	0.645112222
profoundly	0.355555556
progress	0.369750833
progressive	0.355555556
progressively	0.355555556
prohibit	-0.177777778
prohibition	-0.368487778
prohibitive	-0.329847778
prohibitively	-0.422222222
prolific	0.538325556
prolong	-0.066666667
prominence	0.299254444
prominent	0.333761667
prominently	0.177777778
promiscuous	-0.505755556
promise	0.233333333
promising	0.522598889
promote	0.209215
prompt	0.288888889
promptly	0.188701111
prone	-0.10083
propaganda	-0.333333333
proper	0.241194444
properly	0.230964444
proprietary	-0.066666667
prosecute	-0.359760833
prosecution	-0.316666667
prospect	0.124876667
prosper	0.577918889
prosperity	0.532592222
prosperous	0.552724167
protagonist	0.066666667
protect	0.301000833
protection	0.319324444
protective	0.163941111
protectively	-0.025973333
protest	-0.244444444
proud	0.429371667
proudly	0.313853333
provocation	-0.076151111
provoke	-0.410244167
prowess	0.495228889
prudence	0.388518889
pry	-0.177777778
psychiatrist	-0.041719716
psycho	-0.572742222
psychopathic	-0.540352222
psychosis	-0.616075556
psychotic	-0.629845556
punish	-0.366666667
punitive	-0.540028889
punk	-0.20903
puny	-0.463991111
pure	0.439425556
purely	0.066666667
purification	0.337571111
purify	0.412807778
puritan	-0.176641111
puritanical	-0.162447778
purity	0.487558889
purposeful	0.279624444
purposefully	0.285137778
purr	0.066666667
pushy	-0.301868333
pussy	-0.339131111
put	0.002537834
puzzlement	-0.272261111
quagmire	-0.311111111
quaint	0.316791111
quality	0.504255556
qualm	-0.115223333
quandary	-0.211847778
quarrel	-0.456205556
quarrelsome	-0.355555556
queasy	-0.433367778
queer	-0.188281111
question	0.020617238
questionable	-0.233333333
quibble	-0.177777778
quick	0.355555556
quickly	0.177777778
quiet	0.175173333
quietly	0.01525
quintessential	0.294646667
quirky	0.311434444
quit	-0.303294444
quite	-0.014475591
quitter	-0.355555556
rabid	-0.597805556
racism	-0.422222222
racist	-0.566666667
racy	0.006642222
radiance	0.505828889
radiant	0.686095556
radiantly	0.541532222
radiate	0.133333333
radical	-0.108026667
radically	-0.014023333
rage	-0.518279167
ragged	-0.250854444
rainy	-0.0791275
rakish	-0.136493333
rally	0.099543333
ramble	-0.244444444
rampant	-0.337952222
ramshackle	-0.338927778
rancid	-0.760075556
rancor	-0.466998889
rank	-0.418195556
rankle	-0.198144444
rant	-0.429174444
rape	-0.811395
rapist	-0.794758889
rapport	0.355555556
rapture	0.447349167
rapturous	0.575041667
rare	0.158713333
rarely	-0.093323333
rascal	-0.217797778
rash	-0.422649167
raspy	-0.307527778
rather	0.011518755
rational	0.288888889
rationalize	-0.02473
rattle	-0.177777778
ratty	-0.341454444
ravage	-0.422222222
rave	0.592623333
raw	-0.104126667
reach	0.002185748
reactivate	0.066666667
read	-0.027002077
readable	0.250224444
readily	0.237657778
reading	-0.004850745
ready	0.177777778
real	0.000112262
realistic	0.266834444
realistically	0.218471111
reality	-0.037707748
realize	0.012133266
really	0.006656711
reap	0.133333333
reason	-0.009915453
reasonable	0.425872222
reasonably	0.323918889
reassurance	0.288888889
reassure	0.266666667
reassuring	0.428002222
rebellion	-0.333333333
rebuff	-0.254311111
rebuke	-0.271101111
rebut	-0.253057778
recalcitrant	-0.495668889
recede	-0.084796667
recently	0.000435226
receptive	0.292281111
recession	-0.366666667
rechargeable	0.361313333
reckless	-0.490264167
recklessly	-0.302912222
recklessness	-0.342122222
reclaim	0.238211111
recline	0.068396667
recognizable	0.19506
recoil	-0.244444444
recommend	0.457809167
recommendation	0.234013333
reconcile	0.415031111
reconciliation	0.393318889
recoverable	0.250224444
recreation	0.267343333
rectify	0.227057778
red-blooded	0.02798
redeem	0.383314444
redemption	0.411525556
redundancy	-0.350957778
redundant	-0.247747778
reek	-0.541041111
refine	0.273577778
refined	0.581358889
refinement	0.459058889
reflective	0.177753333
refrain	-0.066666667
refresh	0.361277778
refreshing	0.653125556
refreshingly	0.563745556
refusal	-0.311111111
refuse	-0.283333333
refute	-0.335398889
regal	0.319521111
regress	-0.355555556
regression	-0.244444444
regret	-0.502119167
regretful	-0.415468333
regretfully	-0.271101111
regular	0.16568
regurgitate	-0.2
rehash	-0.177777778
reinforcement	0.177844444
reinstate	0.06983
reject	-0.404400833
rejection	-0.620998889
rejoice	0.7369675
rejoicing	0.340137778
relapse	-0.355555556
relationship	-0.004610529
relax	0.526755556
relegate	-0.247191111
relentless	-0.233105833
relentlessly	-0.191801111
relevancy	0.066666667
relevant	0.066666667
relevantly	0.066666667
reliability	0.450202222
reliable	0.557122222
reliably	0.408198889
reliant	-0.033333333
relief	0.368301111
relieve	0.311728333
religious	-0.066666667
religiously	-0.066666667
relish	0.439092222
reluctant	-0.281181111
reluctantly	-0.207447778
remarkable	0.690965
remarkably	0.502233333
remedy	0.295581111
remember	-0.004023755
reminiscent	0.066666667
remodel	0.066666667
remorse	-0.308245833
remorseless	-0.423458889
remote	-0.177777778
remotely	-0.031486667
removable	0.350713333
renaissance	0.311111111
renewal	0.323887778
renounce	-0.307411111
renovate	0.129966667
renovation	0.127976667
renown	0.489875556
renowned	0.506792222
renunciation	-0.253744444
repair	0.133333333
repent	0.127491111
repentance	0.257924444
repetitious	-0.243847778
repetitive	-0.252561111
replete	-0.124423333
repose	0.066083333
reprehensible	-0.529042222
repress	-0.244444444
repression	-0.244444444
repressive	-0.422222222
reproach	-0.345325556
reproachful	-0.374194444
reprove	-0.244444444
repudiate	-0.498508889
repugnance	-0.545178889
repugnant	-0.656328889
repulse	-0.5
repulsive	-0.826015556
repulsively	-0.650038889
repulsiveness	-0.466978889
reputable	0.548005556
rescue	0.2670825
resent	-0.515548889
resentful	-0.539778889
resentment	-0.522325556
reservation	-0.066666667
resign	-0.262474444
resignation	-0.230324444
resilient	0.422982222
resolute	0.307561111
resolve	0.2
resolved	0.355555556
resound	0.311111111
resounding	0.477612222
resoundingly	0.474865556
resourceful	0.558232222
resourcefulness	0.347242222
respect	0.461917778
respectable	0.434538889
respectful	0.489535556
respectfully	0.329582222
respite	0.177777778
resplendent	0.573608889
responsibility	0.114166667
responsible	0.403456667
responsibly	0.428002222
responsive	0.378196667
rest	-0.034881994
restful	0.386006667
restless	-0.310095833
restlessly	-0.177777778
restlessness	-0.290267778
restoration	0.476682222
restore	0.343310833
restraint	-0.195073333
restrict	-0.283333333
restricted	-0.353157778
restriction	-0.341673333
resurgence	0.133333333
resurgent	0.297087778
resurrect	0.190656667
retaliate	-0.422735556
retard	-0.283333333
retarded	-0.355555556
reticent	-0.009266667
retreat	-0.192653333
reunion	0.244444444
reunite	0.244444444
revealing	-0.066666667
revel	0.278297778
revelation	0.472791111
revenge	-0.496604167
revengeful	-0.436659167
revere	0.377777778
reverence	0.515548889
reverent	0.398048889
revert	-0.244444444
revile	-0.515545556
revitalize	0.498915556
revival	0.288888889
revive	0.330215833
revoke	-0.244444444
revolt	-0.355555556
revolting	-0.712082222
revoltingly	-0.515545556
revolution	-0.153743333
revolutionary	0.533333333
revulsion	-0.600332222
reward	0.425828333
rewarding	0.416666667
rhythmic	0.30835
rich	0.416666667
riches	0.066666667
richly	0.367471111
richness	0.381164444
rickety	-0.430457778
rid	-0.275121111
ridicule	-0.422222222
ridiculous	-0.544436667
ridiculously	-0.314862222
rift	-0.177777778
rig	-0.177777778
right	0.00281665
righteous	0.371802222
righteously	0.037197778
righteousness	0.363355556
rightly	0.329582222
rigid	-0.304597778
rigidity	-0.294737778
rigorous	0.295517778
rigorously	0.252643333
riot	-0.493578889
rip	-0.177777778
ripe	0.076871111
ripen	0.1184
risk	-0.235760833
risky	-0.340784444
rival	-0.177777778
rob	-0.548751667
robber	-0.488054167
robbery	-0.558642222
robust	0.360843333
rock	0.266666667
rocky	-0.297677778
rogue	-0.398685556
romance	0.283333333
romantic	0.633925556
romantically	0.474865556
romanticize	-0.066666667
room	0.007844666
roomy	0.311111111
rosy	0.424827778
rot	-0.535672222
rough	-0.177777778
roughly	-0.08122
roughness	-0.354144444
rouse	-0.044516667
rousing	0.311111111
rowdiness	-0.118357778
rowdy	-0.310814444
rubbery	-0.278266667
rubbish	-0.422222222
rude	-0.659312222
rudely	-0.369578889
rudeness	-0.549372222
rue	-0.357501111
ruffian	-0.407405556
rugged	0.21382
ruggedly	0.370531111
ruin	-0.587199167
ruinous	-0.629008889
rumor	-0.177777778
run	-0.008168325
run-down	-0.481692222
rupture	-0.355555556
rust	-0.177777778
rustic	0.15137
rusty	-0.419367778
ruthless	-0.459548889
ruthlessness	-0.620512222
sabotage	-0.416666667
sacred	0.483261111
sacrifice	-0.189974444
sad	-0.032060569
sadden	-0.306168333
sadly	-0.483491667
sadness	-0.000582591
safe	0.431979167
safely	0.361231667
safety	0.455889167
sag	-0.177777778
sagacity	0.432595556
sage	0.403872222
said	0.01625178
saint	0.422222222
salacious	-0.534128889
saleable	0.167384444
salient	0.177777778
salutation	0.154063333
salute	0.287534444
salvageable	0.034051111
salvation	0.444395556
sanctify	0.370121111
sanctimonious	-0.469188889
sanctity	0.312682222
sanctuary	0.527068889
sandy	0.125673333
sane	0.311511111
sanguine	0.288888889
sanity	0.156326667
sap	-0.244444444
sappy	-0.256020833
sarcasm	-0.288888889
sarcastic	-0.414538889
satanic	-0.818468889
satisfaction	0.521595556
satisfactorily	0.250224444
satisfactory	0.306061111
satisfied	0.540345556
satisfy	0.352121111
savage	-0.422222222
savagely	-0.370488889
savagery	-0.423042222
save	0.133333333
savor	0.559235556
savory	0.347567778
savvy	0.355555556
saw	0.031951123
say	-0.007880023
saying	-0.004418437
scald	-0.342511111
scam	-0.579259167
scandal	-0.540106667
scandalize	-0.479978889
scandalous	-0.552338889
scapegoat	-0.483431667
scar	-0.355555556
scarce	-0.301001111
scarcely	-0.182457778
scarcity	-0.272261111
scare	-0.400639167
scared	-0.387266667
scary	-0.468830833
scathing	-0.618638889
scathingly	-0.436245556
scenic	0.642898889
scheme	-0.066666667
scheming	-0.369035556
schizophrenic	-0.582025556
schlock	-0.443057778
scholarly	0.301951111
school	-0.009106929
scientific	0.149103333
scientifically	0.066666667
scoff	-0.440487778
scold	-0.283333333
scoop	0.2
scorch	-0.19641
scorn	-0.541931667
scornful	-0.550612222
scoundrel	-0.563595556
scourge	-0.482042222
scowl	-0.420795556
scrape	-0.175173333
scream	-0.366666667
screech	-0.418314444
screw	-0.133333333
scrumptious	0.852436667
scrupulous	0.261772222
scrutinize	0.010026667
scrutiny	-0.160976667
scuff	-0.208793333
scuffle	-0.288888889
scum	-0.533333333
scummy	-0.509305556
seamless	0.302687778
second	0.010198931
second-rate	-0.481192222
secrecy	-0.121636667
secretive	-0.315411111
secure	0.446739167
securely	0.259847778
security	0.252053333
sedate	0.173547778
sedition	-0.455458889
seditious	-0.303822222
seductive	0.177126667
seductively	0.139113333
see	0.000980621
see-through	-0.2
seedy	-0.517395556
seeing	0.032695716
seem	-0.037295912
seen	0.025264638
seethe	-0.369518889
segregation	-0.244444444
seize	-0.23663
self	-0.011267159
self-appointed	-0.177777778
self-confident	0.477108889
self-defeating	-0.314862222
self-destructive	-0.469182222
self-indulgent	-0.327295556
self-respecting	0.436765556
self-righteous	-0.260908889
self-serving	-0.302912222
self-sufficient	0.355555556
selfish	-0.579811667
selfishly	-0.369578889
selfishness	-0.607724167
semblance	0.0669
senile	-0.570065556
sensation	0.241343333
sensational	0.740375556
sense	0.009406411
senseless	-0.561922222
senselessly	-0.404648889
sensitive	0.177777778
sensitively	0.230421111
sensitivity	0.116906667
sentence	-0.133333333
sentimental	0.341124444
sentimentality	0.008623333
sentimentally	0.185976667
serene	0.346398333
serenely	0.250224444
serenity	0.667745556
serious	0.024443333
seriousness	-0.003983333
servitude	-0.355555556
sever	-0.244444444
severe	-0.035024649
severely	-0.407605556
severity	-0.401411111
sexual	0.220716667
sexy	0.591618333
shabby	-0.422068889
shadow	-0.074326667
shady	-0.359464444
shakily	-0.225884444
shaky	-0.405655833
shallow	-0.244444444
sham	-0.422222222
shame	-0.510014167
shameful	-0.553706667
shamefully	-0.422222222
shameless	-0.509168889
shamelessly	-0.355555556
share	0.1
shark	-0.362052222
sharp	0.177777778
sharply	-0.101614444
shatter	-0.355555556
sheepish	-0.246684444
sheepishly	-0.191801111
shelter	0.066666667
shenanigan	-0.339804444
shifty	-0.326551111
shiny	0.329591111
shirk	-0.355555556
shit	-0.495973333
shitty	-0.643269167
shock	-0.391019167
shocking	-0.349946667
shockingly	-0.288888889
shoddily	-0.369578889
shoddy	-0.422222222
shoot	-0.177256667
short	-0.017321786
short-lived	-0.177777778
shortage	-0.366523333
shortcoming	-0.310514444
shortfall	-0.177777778
show	0.022016034
showy	-0.047207778
shred	-0.16441
shrew	-0.496286667
shrewd	0.113134444
shrewdly	0.218471111
shrewdness	0.174026667
shriek	-0.472182222
shrill	-0.447037778
shrilly	-0.381528889
shrivel	-0.311111111
shun	-0.460117778
shy	-0.1
shyness	-0.114606667
sick	-0.046349268
sickening	-0.756562222
sickly	-0.483234444
sickness	-0.355555556
side	0.011925376
sidetrack	-0.177777778
sigh	-0.133333333
significance	0.223105
significant	0.286515833
significantly	0.119483333
signify	0.066666667
silent	0.153933333
silently	0.066666667
silky	0.366573333
silliness	0.116598889
silly	-0.081010833
silver	0.066666667
simplicity	0.426371111
simplify	0.177777778
simplistic	-0.177777778
sin	-0.516198889
since	-0.005084034
sincere	0.478181667
sincerely	0.345688889
sincerity	0.596951667
sinful	-0.506919167
single	-0.030649024
sinister	-0.623952222
sister	0.018590237
sit	-0.007332765
situation	-0.021677319
sizable	0.177777778
skeptic	-0.309917778
skeptical	-0.359665833
skepticism	-0.312757778
sketchy	-0.318267778
skill	0.384567778
skilled	0.516065556
skillful	0.518762222
skillfully	0.408198889
skimpy	-0.197737778
skirmish	-0.177777778
skittish	-0.240897778
skulk	-0.243021111
sky-high	0.004793333
slack	-0.328447778
slam	-0.25
slander	-0.567972222
slanderous	-0.554168889
slapstick	-0.044333333
slash	-0.15
slaughter	-0.422222222
slave	-0.355555556
slavery	-0.422222222
slavish	-0.414087778
sleazy	-0.529688889
sleek	0.422222222
sleep	-0.002667929
sleeping	-0.030330482
sleepless	-0.487024444
sleeplessness	-0.338927778
slender	0.267987778
slick	0.333333333
slicker	0.006605556
slickly	-0.093323333
slight	-0.105006667
slightly	-0.014153333
slim	0.288888889
slime	-0.422222222
slimy	-0.456297778
slippery	-0.229877778
slop	-0.15817
sloppily	-0.302912222
sloppy	-0.536975556
slot	-0.133333333
sloth	-0.433188889
slothful	-0.422222222
slow	-0.288888889
slowly	-0.036833544
slug	-0.177777778
sluggish	-0.354398333
sluggishly	-0.302912222
sluggishness	-0.203791111
slump	-0.244444444
slut	-0.761405556
sluttish	-0.378285556
sly	-0.283131111
slyly	-0.125134444
small	-0.045274516
smallish	-0.066666667
smart	0.477116667
smartly	0.430452222
smash	-0.177777778
smear	-0.353750833
smile	0.233333333
smog	-0.244444444
smooth	0.288888889
smoothly	0.218471111
smother	-0.508097778
smug	-0.465298889
smuggle	-0.375852222
smugly	-0.185024444
smutty	-0.383014444
snappy	0.050118889
snatch	-0.09316
snazzy	0.436894444
sneak	-0.217224444
sneaky	-0.320821667
sneer	-0.499608889
snivel	-0.168007778
snore	-0.133333333
snub	-0.366666667
so	0.019674868
so-called	-0.243847778
so-so	-0.184264444
sob	-0.367034444
sobering	-0.124423333
social	0.014124479
soft	0.228796667
soften	0.197263333
softly	0.03343
softness	0.29038
softy	-0.087033333
soggy	-0.382901111
solace	0.279727778
solemn	-0.0265625
solemnly	0.10736
solid	0.275615833
solidarity	0.133333333
solidly	0.230291111
solution	0.2178875
solve	0.177777778
somber	-0.324393333
somehow	-0.032374163
someone	0.000415151
something	0.002325524
sometimes	-0.01086089
soon	-0.014019518
soothe	0.383518333
soothing	0.493389167
soothingly	0.329582222
sophisticated	0.503406667
soporific	-0.177777778
sordid	-0.542555556
sore	-0.183333333
sorely	-0.267174444
sorrow	-0.485501667
sorrowful	-0.497528889
sorry	-0.063256978
sort	0.01991136
soulful	0.473462222
soulfully	0.474865556
sound	0.024980522
soundly	0.352985556
soundness	0.392482222
sour	-0.318187778
spacey	-0.177777778
spacious	0.377777778
spank	-0.244444444
spark	0.066666667
sparkle	0.468760833
sparse	-0.132736667
sparsely	-0.025973333
spartan	-0.133333333
spastic	-0.430292222
spawn	-0.133333333
special	0.422222222
spectacle	-0.092156667
spectacular	0.880773333
spectacularly	0.608198889
speculative	-0.286493333
speedily	0.177777778
speedy	0.237021111
spell	0.066666667
spellbound	0.462915556
spend	-0.019700553
spent	0.018695524
spew	-0.2
spice	0.066666667
spicy	0.256056667
spinster	-0.306304444
spirit	0.23979
spirited	0.528259167
spiritless	-0.395154167
spirituality	0.24974
spite	-0.551972222
spiteful	-0.550904167
splendid	0.693936667
splendidly	0.566265556
splendor	0.600902222
spoil	-0.526115556
spoiled	-0.565792222
spongy	-0.098153333
spontaneity	0.304531111
spontaneous	0.434912222
spontaneously	0.345442222
sporadic	-0.196416667
sporadically	-0.014023333
sporting	0.478745556
sporty	0.308987778
spotless	0.458821111
spotlessly	0.430421111
spotty	-0.303707778
sprain	-0.177777778
sprightly	0.295107778
springy	0.05056
spunky	0.303537778
spurious	-0.506338889
sputter	-0.244444444
squander	-0.477198889
squat	-0.066666667
squeaky	-0.133333333
squeamish	-0.343054444
squirm	-0.177777778
stab	-0.508945556
stability	0.385905556
stabilize	0.288888889
stable	0.316666667
stagnant	-0.573062222
stagnate	-0.244444444
stain	-0.244444444
stainless	0.355555556
stale	-0.355555556
stalemate	-0.386162222
stalk	-0.244444444
stall	-0.244444444
stamina	0.255153333
stammer	-0.177777778
stampede	-0.244444444
stand-alone	0.126086667
standard	0.162447778
stark	-0.177777778
starkly	-0.125351111
start	0.00286958
starting	-0.010303022
startle	-0.264881111
starvation	-0.690608889
starve	-0.573699167
state	-0.013766377
stately	0.235784444
static	-0.221344444
stature	0.287101111
stay	-0.017238533
steadfast	0.497982222
steadfastness	0.214148889
steadily	0.207394444
steadiness	0.296095556
steady	0.288888889
steal	-0.532206667
steep	-0.066666667
stellar	0.67149
stench	-0.631985556
stereotype	-0.283333333
stereotyped	-0.299673333
sticky	-0.08534
stiff	-0.177777778
stifle	-0.244444444
stigma	-0.398451111
still	-0.000675551
stillborn	-0.389161111
stilted	-0.243847778
stimulate	0.340423333
stimulating	0.396253333
stimulation	0.192157778
sting	-0.379311111
stingy	-0.443424444
stink	-0.573715556
stinker	-0.437797778
stirring	0.304324444
stodgy	-0.261247778
stole	-0.288888889
stop	-0.01922997
stopped	-0.014324944
stormy	-0.180961111
story	0.038914843
stout	0.133333333
straggler	-0.243847778
straight	0.177777778
straightforward	0.286531111
strain	-0.351964444
strained	-0.305021111
strange	-0.255845833
strangely	-0.143850833
strangeness	-0.281134444
strangle	-0.524862222
strategic	0.489382222
strategically	0.408198889
stray	-0.066666667
streamline	0.066666667
streamlined	0.391211111
streetwise	0.218471111
strength	0.3059625
strengthen	0.427574444
stress	-0.011514776
stretch	-0.13349
stricken	-0.559696667
strict	-0.366121111
strictly	-0.181674444
strife	-0.456332222
strike	-0.228836667
striking	0.288888889
strikingly	0.329582222
strong	0.481061667
struck	-0.16115
struggle	-0.011074259
struggling	-0.022479742
strut	-0.044444444
stubborn	-0.416640833
stubbornly	-0.382212222
stubbornness	-0.405888889
stubby	-0.133333333
stuck	-0.024580075
stud	0.2
studious	0.275674444
study	0.025549709
stuff	0.001509471
stuffy	-0.418814444
stumble	-0.177777778
stunning	0.73256
stunningly	0.51931
stunt	-0.177777778
stupendous	0.813996667
stupendously	0.666666667
stupid	-0.031529662
stupidity	-0.631162222
stupidly	-0.427184167
stupor	-0.414087778
sturdy	0.333727778
stylish	0.539308889
stylishly	0.462915556
stylistic	0.2
stylistically	0.126086667
suave	0.394499167
subject	-0.066666667
subjection	-0.244444444
subjugate	-0.422222222
subjugation	-0.422222222
sublime	0.666666667
subservience	-0.166301111
subside	0.09407
substance	0.00149
substandard	-0.568958889
substantial	0.257528333
substantially	0.13052
substantiate	0.163826667
substantive	0.177777778
subtle	0.240544444
subversion	-0.262815556
subversive	-0.333333333
subvert	-0.473535556
succeed	0.601912222
success	0.560384167
successful	0.626934167
successfully	0.462915556
succumb	-0.279612222
suck	-0.031730695
sucker	-0.508378889
suffer	-0.543489167
suffering	-0.06632731
suffice	0.228411111
sufficient	0.258874444
sufficiently	0.177777778
suffocate	-0.562358889
suicidal	-0.035062502
suicide	-0.042246769
suit	0.153026667
suitable	0.219214444
suitably	0.297087778
sulky	-0.355555556
sullen	-0.514019167
sullenly	-0.314862222
sultry	-0.025946667
sumptuous	0.543775556
sunny	0.674422222
sunshine	0.3788
super	0.466666667
superb	0.826055
superbly	0.650663333
superficial	-0.380865556
superficiality	-0.330337778
superficially	-0.248195556
superior	0.539374167
superiority	0.234084444
superstition	-0.257784444
support	0.005504713
supporter	0.066666667
supportive	0.442339167
supposed	-0.010335447
suppress	-0.352847778
suppression	-0.289494444
supreme	0.572472222
supremely	0.488888889
sure	0.004234707
surely	0.11931
surge	0.133853333
surly	-0.317827778
surmount	0.314377778
surpass	0.281321111
surreal	0.072463333
survivor	0.370717778
susceptible	-0.356101111
suspect	-0.394447778
suspend	-0.142563333
suspenseful	0.019706667
suspicion	-0.500325556
suspicious	-0.370858333
suspiciously	-0.355555556
swear	-0.27942
sweet	0.416666667
sweeten	0.347644444
sweetheart	0.493477778
sweetly	0.474865556
sweetness	0.623805556
swell	0.133333333
sweltering	-0.374194444
swift	0.233333333
swiftly	0.272815833
swiftness	0.244444444
swill	-0.133333333
swindle	-0.422222222
swivel	0.133333333
swoon	0.181886667
sympathetic	0.377785833
sympathetically	0.304324444
sympathize	0.218713333
sympathy	0.474949167
symphonic	0.339493333
symptom	-0.177777778
synthesis	0.066666667
synthetic	-0.066666667
tabloid	-0.377777778
taboo	-0.177777778
tacky	-0.429537778
tact	0.191453333
taint	-0.355555556
tainted	-0.535848889
take	-0.001098745
taken	0.005614687
taking	0.027886116
talent	0.530945556
talented	0.585415556
talk	-0.009170741
talking	-0.027714142
tall	0.177777778
tame	0.127721111
tamper	-0.244444444
tan	0.066666667
tangible	0.112456667
tantrum	-0.586312222
tarnish	-0.355555556
taste	0.26167
tasteful	0.452842222
tastefully	0.396248889
tasteless	-0.555385556
tasty	0.522612222
taunt	-0.490535556
tawdry	-0.382682222
tear	-0.066666667
tease	-0.240611111
technological	0.066666667
tedious	-0.551052222
tediously	-0.369578889
teeny	-0.066666667
tell	-0.010364357
telling	-0.006423628
temper	-0.177777778
temperamental	-0.331644444
temperamentally	-0.288888889
temperance	0.195634444
temperate	-0.056573333
tempest	-0.232307778
temptation	-0.300637778
tempting	0.172926667
temptingly	0.250224444
tenacious	0.384054444
tenaciously	0.284454444
tenacity	0.349492222
tender	0.416666667
tenderly	0.474865556
tenderness	0.514692222
tense	-0.283333333
tension	-0.326523333
tepid	-0.348294444
terminal	-0.311111111
terminally	-0.422222222
terrible	-0.066452859
terribly	-0.610009167
terrific	0.834625
terrifically	0.71733
terrified	-0.422222222
terrify	-0.664312222
terrifying	-0.633798889
terror	-0.658181667
terrorism	-0.488888889
terrorize	-0.677351667
terse	-0.025973333
tersely	-0.066666667
thank	0.029891869
thankful	0.494494167
thankfully	0.088888889
thankless	-0.480695556
thanks	0.00988304
that	-0.015826608
theft	-0.355555556
them	-0.009387518
therapist	-0.019562203
therapy	-0.026911227
there	-0.001090818
thief	-0.355555556
thing	0.00592735
think	-0.000969753
thinking	-0.011144373
third-rate	-0.508658889
thirst	-0.232654444
this	-0.009047179
thorny	-0.359373333
thorough	0.230783333
thoroughly	0.448295556
though	0.001237488
thought	0.000176686
thoughtful	0.498204167
thoughtfully	0.432932222
thoughtfulness	0.536412222
thoughtless	-0.416519167
thoughtlessly	-0.289298889
thoughtlessness	-0.395768889
thrash	-0.362891111
threat	-0.522859167
threaten	-0.515849167
threatening	-0.458532222
thrift	0.232241111
thriftily	0.237197778
thrifty	0.254647778
thrill	0.496031111
thrilling	0.613935556
thrive	0.555955556
throaty	-0.196416667
thud	-0.066666667
thwart	-0.333333333
tidy	0.288888889
tight	-0.074173333
tightly	-0.066666667
time	-7.62E-05
timely	0.244444444
timid	-0.325995833
timidity	-0.208877778
timorous	-0.264811111
tiny	-0.066666667
tipsy	-0.131634444
tirade	-0.422222222
tire	-0.177777778
tired	-0.061102014
tiresome	-0.443118889
tiresomely	-0.302912222
titillate	0.126546667
to	0.006499655
today	0.040087993
together	0.0409215
toil	-0.355555556
told	-0.003421475
tolerable	0.07644
tolerance	0.363337778
tolerant	0.382381667
tolerate	0.148246667
toleration	0.059006667
too	-0.025148294
took	0.007820885
toothless	-0.451301111
top	0.013963739
top-notch	0.761313333
torment	-0.628472222
torn	-0.344198333
torrent	-0.181447778
torrid	-0.409355556
torture	-0.8682875
tortured	-0.663083333
totalitarian	-0.244444444
totalitarianism	-0.411228889
touching	0.355555556
touchy	-0.296221111
tough	-0.177833333
toughly	-0.15999
toughness	0.04046
tout	-0.244444444
toxic	-0.721762222
tragedy	-0.608796667
tragic	-0.508609167
tragically	-0.428285556
traitor	-0.422222222
traitorous	-0.696755556
tramp	-0.420022222
trample	-0.244444444
tranquil	0.507016667
tranquility	0.609142222
transcend	0.2
transgress	-0.289562222
transgression	-0.355555556
transparent	-0.03389
transparently	0.079624444
trap	-0.286790833
trash	-0.603228889
trashy	-0.503257778
trauma	-0.021951337
traumatic	-0.635711667
traumatize	-0.535848889
travesty	-0.466666667
treacherous	-0.683422222
treachery	-0.691458889
treason	-0.649371667
treasonous	-0.478669167
treasure	0.333333333
treat	0.274933333
tremendous	0.38615
tremendously	0.245041111
tremulous	-0.358071111
trendy	0.153602222
trepidation	-0.233277778
trespass	-0.306111111
tribute	0.401512222
trick	-0.170094444
trickery	-0.370383333
tricky	-0.197217778
tried	-0.033562222
trim	0.161127778
trite	-0.391014444
triumph	0.654601667
triumphant	0.667354167
triumphantly	0.474865556
trivial	-0.242817778
trivialize	-0.271101111
trophy	0.288888889
tropical	0.24671
trouble	-0.358460833
troubled	-0.437676667
troublemaker	-0.503512222
troublesome	-0.608938889
trudge	-0.066666667
TRUE	0.005475796
truly	0.012435614
trust	0.322860833
trustworthiness	0.543775556
trustworthy	0.554108889
trusty	0.288888889
truth	0.474882222
truthful	0.567668889
truthfully	0.396248889
try	-0.024548503
trying	-0.026403272
tubular	0.2
tumor	-0.244444444
tumultuous	-0.495675556
turbulent	-0.366964444
turgid	-0.543635556
turmoil	-0.408918889
turn	0.000519041
turned	0.004448914
twisted	-0.381528889
two	-0.002495115
two-faced	-0.477895556
typecast	-0.177777778
typical	0.04172
tyrannical	-0.508115556
tyranny	-0.572575556
tyrant	-0.608392222
u	0.051557143
ugliness	-0.543685556
ugly	-0.734981667
ultimate	0.4
ultimatum	-0.177777778
unable	-0.350494444
unacceptable	-0.574576667
unappreciated	-0.562298889
unassailable	0.334968889
unattended	-0.344577778
unattractive	-0.656645556
unavailable	-0.358387778
unavoidable	-0.253807778
unaware	-0.242713333
unbalanced	-0.351121111
unbearable	-0.664702222
unbearably	-0.488888889
unbelievable	-0.196493333
unbelievably	-0.167053333
unbiased	0.285979167
unbridled	0.034056667
uncannily	0.11931
uncanny	0.06601
uncaring	-0.370452222
uncertain	-0.265648333
uncivil	-0.141012222
uncivilized	-0.440922222
unclean	-0.576732222
unclear	-0.363876667
uncluttered	0.197484444
